region,cement_type,cement_content_kgm3,water_cement_ratio,fly_ash_pct,admixture_type,admixture_dosage_pct,curing_method,curing_temperature_C,curing_duration_hr,element_thickness_mm,element_type,ambient_temperature_C,relative_humidity_pct,season,automation_level,mould_reset_time_hr,strength_gain_time_hr,total_cycle_time_hr,cost_per_cycle_inr
Central,PPC,485,0.36,24,HRWR,0.0,Ambient,30.966007508074007,12,250,Beam,16.485542351080287,72.0639581509921,Summer,Manual,1.6,11.0,13.1,4709.31
West,OPC53,303,0.54,8,None,1.06,Polythene,25.0704335665375,23,200,Column,29.633311706132044,57.593997054251666,Monsoon,Manual,1.0,29.54,31.04,5857.14
Central,OPC43,480,0.43,3,HRWR,1.35,Ambient,25.567427466368986,11,400,Column,17.42422141085384,47.302338334574834,Monsoon,Manual,1.0,16.86,18.36,5361.5
South,OPC53,314,0.39,25,Accelerator,0.15,Ambient,27.53253557701269,11,400,Slab,25.462128080544993,77.87491337602174,Winter,Manual,1.1,14.91,16.51,3975.7
East,OPC43,374,0.5,10,HRWR,1.32,Steam,65.85775598142794,21,200,Slab,21.448026478730586,61.88368688895734,Summer,Semi-Auto,2.6,6.63,9.73,3978.68
South,PSC,414,0.48,28,Retarder,1.92,Ambient,26.01405346661017,21,150,Slab,28.79256545477845,82.3180842730661,Monsoon,Semi-Auto,1.4,35.8,37.7,5860.57
East,OPC53,385,0.51,11,None,0.02,Accelerated,76.85546514136942,15,500,Beam,26.34017981852902,80.72386297439567,Winter,Manual,1.4,4.27,6.17,4106.0
Central,OPC43,481,0.4,26,Retarder,0.99,Ambient,27.34667925282434,12,100,Beam,44.19603004513637,49.192375816703304,Winter,Manual,2.1,17.02,19.62,5360.75
Central,PSC,480,0.39,3,Accelerator,1.8,Ambient,25.588082803579066,6,100,Slab,37.460881195396844,40.46179061586811,Summer,Semi-Auto,2.5,11.05,14.05,4195.66
East,PSC,498,0.52,6,Accelerator,0.8,Ambient,25.715062281585894,19,250,Slab,28.900125692704915,91.79782653103831,Summer,Semi-Auto,1.2,18.4,20.1,4956.58
West,PPC,367,0.37,2,HRWR,0.82,Steam,66.31021565520052,9,150,Staircase,38.23435803969358,58.60432210900899,Winter,Semi-Auto,2.1,5.96,8.56,3767.84
Central,OPC43,487,0.43,4,Accelerator,0.4,Steam,66.99849819641499,12,400,Staircase,19.700653290942533,46.517433522808275,Winter,Manual,1.2,4.04,5.74,4344.09
West,OPC43,440,0.41,17,Retarder,1.64,Steam,62.438180874836924,21,200,Column,27.61179686585016,74.1946375007588,Summer,Manual,2.0,4.75,7.25,4263.58
North,OPC53,316,0.45,19,Accelerator,0.26,Accelerated,69.75233987096937,10,400,Wall Panel,48.94800987740757,98.0,Summer,Fully-Auto,3.4,4.79,8.69,3414.91
East,PPC,450,0.33,28,Retarder,0.55,Steam,63.392122563772126,18,400,Column,32.320193852935375,92.69848456332689,Winter,Semi-Auto,2.4,5.86,8.76,4324.53
West,PSC,495,0.4,18,Accelerator,0.25,Steam,59.10469827693923,19,150,Wall Panel,34.51768806886711,54.09590339284761,Winter,Semi-Auto,3.0,4.83,8.33,4533.66
Central,PPC,379,0.52,12,Retarder,1.43,Polythene,30.561492061458488,9,250,Slab,32.29926467893431,66.77833227250424,Summer,Manual,1.6,35.24,37.34,7086.06
West,PSC,412,0.3,20,HRWR,0.71,Steam,65.30558211913956,22,400,Wall Panel,43.07252236837863,41.29141064693852,Summer,Manual,3.2,4.0,7.7,3773.26
East,PPC,493,0.35,6,Retarder,1.28,Steam,68.35219644770739,19,500,Beam,39.58799383914341,85.68047004831152,Summer,Manual,3.8,5.48,9.78,4818.29
South,OPC43,455,0.4,4,None,1.16,Accelerated,74.8729930254053,22,200,Wall Panel,24.517353724549604,65.24964098389653,Monsoon,Semi-Auto,3.1,4.0,7.6,4436.93
South,PPC,456,0.53,19,None,0.18,Steam,70.0203562708956,20,150,Staircase,38.70230525895174,87.17094831737388,Summer,Semi-Auto,2.5,5.49,8.49,4211.18
South,OPC43,382,0.33,9,Accelerator,0.43,Accelerated,75.50832549257906,21,300,Beam,34.98865854056812,94.4996107008863,Monsoon,Semi-Auto,1.9,4.0,6.4,3789.42
North,PPC,428,0.36,8,Accelerator,0.38,Polythene,27.406826787257458,20,500,Column,23.308865028668563,88.54925860625212,Monsoon,Fully-Auto,1.3,11.91,13.71,3638.26
South,PSC,338,0.35,22,None,1.82,Steam,66.61934077697587,6,100,Staircase,27.134423198893398,46.83835672145837,Monsoon,Semi-Auto,2.9,6.01,9.41,3621.04
East,PPC,376,0.5,2,Accelerator,1.49,Polythene,30.46301006119323,19,150,Wall Panel,41.69549756653624,81.84598299293908,Summer,Manual,3.5,17.43,21.43,4888.72
East,OPC53,467,0.41,27,None,1.57,Steam,64.28876902734326,23,150,Beam,17.667911191233557,85.12516780150001,Monsoon,Semi-Auto,0.7,4.16,5.36,4136.25
North,OPC53,465,0.46,0,Retarder,0.22,Steam,69.4631811069748,23,500,Beam,26.023375815588864,66.41225994439063,Winter,Fully-Auto,0.5,7.2,8.2,4406.61
South,OPC43,360,0.39,19,Retarder,1.66,Polythene,32.339266488866464,19,500,Staircase,26.2723089100054,54.549410629182624,Monsoon,Manual,1.3,26.15,27.95,5803.72
East,PPC,449,0.43,4,Accelerator,1.68,Steam,66.26028347135552,14,300,Staircase,32.85480474572537,98.0,Winter,Semi-Auto,2.0,4.0,6.5,4011.69
Central,OPC53,393,0.34,0,HRWR,0.83,Steam,66.23219198980728,15,200,Slab,22.2034371953929,54.8179258840567,Monsoon,Semi-Auto,2.6,4.0,7.1,3539.07
West,PPC,436,0.4,29,Retarder,1.36,Polythene,34.46924882196174,23,150,Beam,30.857973239637865,89.72599241696481,Summer,Semi-Auto,0.9,18.8,20.2,4633.5
Central,PSC,325,0.43,12,HRWR,1.79,Polythene,30.766151267022952,12,150,Wall Panel,40.27694593501479,65.76408933898823,Winter,Semi-Auto,2.5,23.25,26.25,4330.05
West,OPC53,455,0.47,23,Accelerator,1.64,Accelerated,74.84063804094737,14,500,Staircase,44.78855105934902,51.67455727123746,Summer,Semi-Auto,0.5,4.0,5.0,4430.19
South,PSC,493,0.32,21,HRWR,0.36,Accelerated,71.77939414477409,13,250,Column,33.80339587846498,75.51197972267367,Monsoon,Manual,3.3,4.0,7.8,4770.86
East,OPC53,363,0.45,22,HRWR,0.93,Ambient,30.691198590661397,16,200,Beam,38.19900033022978,83.78883078652828,Summer,Manual,3.3,17.95,21.75,4725.8
North,OPC43,357,0.5,12,HRWR,1.35,Polythene,34.539027798011965,22,200,Staircase,33.0237983219271,36.63982475556391,Winter,Manual,1.2,19.6,21.3,4996.25
North,PPC,430,0.41,25,Retarder,1.16,Ambient,24.90242828941738,15,300,Staircase,29.775124599361707,38.89885215313193,Winter,Manual,2.6,29.82,32.92,6660.67
North,OPC53,439,0.41,22,Accelerator,1.59,Polythene,32.58136814526661,11,100,Beam,27.062072077522373,66.06502439969567,Summer,Semi-Auto,3.4,6.34,10.24,3632.33
East,OPC53,373,0.47,14,Accelerator,0.92,Polythene,32.21791752249689,6,250,Wall Panel,34.53071324750675,59.600483351803746,Summer,Fully-Auto,1.4,12.45,14.35,3161.48
South,OPC43,355,0.35,23,HRWR,1.8,Steam,65.20074717271211,13,300,Slab,29.65425484987095,84.66942369476546,Monsoon,Semi-Auto,3.9,6.82,11.22,3822.68
Central,PPC,486,0.51,21,Accelerator,0.63,Ambient,24.3960899506965,11,500,Slab,36.91881144855087,41.4287775636628,Winter,Fully-Auto,2.7,21.2,24.4,4365.9
Central,PPC,324,0.32,28,Accelerator,0.88,Polythene,33.07112863832094,15,300,Beam,46.5154626919224,93.73051357854064,Winter,Fully-Auto,3.8,12.44,16.74,2736.99
East,OPC43,311,0.42,21,Accelerator,1.43,Polythene,28.22293213304384,16,300,Slab,28.98838156764466,91.25866397186878,Winter,Fully-Auto,2.7,16.6,19.8,2954.07
North,OPC53,449,0.34,6,Accelerator,0.36,Steam,63.54092931935056,17,400,Slab,36.431180735786874,64.47386273464454,Monsoon,Manual,2.9,4.0,7.4,4008.56
West,PPC,455,0.42,29,Retarder,1.17,Accelerated,76.33385811720424,16,250,Beam,43.327274802448905,28.851291970607708,Winter,Fully-Auto,2.8,4.66,7.96,4350.79
East,PSC,372,0.55,19,None,1.38,Steam,63.97667629235385,13,500,Staircase,26.540632022780663,74.18445483195242,Winter,Semi-Auto,1.9,12.12,14.52,5068.65
Central,PPC,397,0.32,11,None,0.95,Ambient,27.665193007471295,8,300,Wall Panel,22.289825816347502,58.88824440251768,Winter,Fully-Auto,1.6,16.63,18.73,3412.3
West,PSC,348,0.39,12,None,0.42,Steam,62.716440845556576,9,500,Slab,42.04946674433605,37.39516888139593,Winter,Manual,0.8,8.82,10.12,4602.74
Central,OPC53,467,0.38,23,Accelerator,0.55,Polythene,27.460061253400912,15,100,Slab,29.753427192685063,44.448735896966156,Monsoon,Semi-Auto,2.5,5.82,8.82,3833.14
South,PPC,466,0.44,8,Retarder,0.03,Ambient,30.045072069711413,23,300,Wall Panel,15.376221400444518,52.9661480449471,Winter,Semi-Auto,0.9,24.16,25.56,5207.95
West,PSC,361,0.53,12,Retarder,0.35,Polythene,35.71240976871902,19,500,Column,48.007671322896506,27.43459852653268,Winter,Semi-Auto,1.1,40.59,42.19,5937.87
Central,PSC,449,0.45,5,Retarder,1.14,Polythene,27.854855451100125,11,400,Beam,42.38237940646432,44.21413329881006,Summer,Fully-Auto,1.1,28.29,29.89,4475.92
Central,PPC,426,0.37,12,Accelerator,1.2,Accelerated,74.55809880823494,22,400,Column,24.673390274912407,22.433513665162764,Summer,Manual,1.3,4.0,5.8,4322.62
East,OPC43,455,0.49,15,Accelerator,1.52,Polythene,30.54482719876053,22,400,Staircase,23.79001714786063,96.66005333850137,Monsoon,Semi-Auto,2.9,12.86,16.26,4345.37
North,PSC,352,0.31,19,None,1.71,Polythene,31.947686370915296,21,100,Column,34.088721627728674,43.60334143522483,Summer,Manual,3.7,14.62,18.82,4365.54
South,PPC,402,0.33,16,None,1.11,Polythene,34.66800171551761,13,500,Slab,37.609528554910675,62.72394104206974,Winter,Semi-Auto,3.2,13.9,17.6,3957.7
North,OPC53,362,0.31,6,None,1.22,Ambient,24.4832186413255,7,400,Staircase,38.76255039102279,61.62683293558681,Monsoon,Fully-Auto,1.7,16.88,19.08,3328.49
North,PPC,487,0.55,25,None,0.28,Steam,63.54782894201661,6,150,Slab,25.229858980694306,59.5940149433571,Monsoon,Fully-Auto,0.7,5.89,7.09,4372.88
Central,OPC53,366,0.36,29,None,1.81,Polythene,26.059154561762803,8,300,Beam,38.53808562309069,42.91950262515293,Monsoon,Fully-Auto,1.7,17.57,19.77,3345.5
North,OPC53,457,0.54,20,HRWR,1.66,Polythene,33.036409382725594,6,250,Staircase,2.052940294962678,53.627319078290625,Winter,Semi-Auto,1.1,15.84,17.44,4533.0
North,PSC,346,0.3,26,Retarder,1.64,Ambient,33.72825595688048,8,150,Slab,34.7186718599334,64.33432468010363,Summer,Manual,0.8,20.23,21.53,4841.48
Central,PPC,301,0.48,27,Accelerator,1.73,Ambient,27.25492592076363,17,250,Slab,36.776396884833474,74.22902449191102,Summer,Manual,2.0,23.38,25.88,4976.75
South,PSC,388,0.47,22,None,1.98,Ambient,24.770508194771075,15,400,Slab,33.106430608652666,81.44344500305219,Monsoon,Fully-Auto,3.3,34.05,37.85,4057.31
North,OPC43,305,0.44,13,HRWR,1.62,Polythene,30.591979051844632,18,100,Staircase,18.600343198865552,59.51396275623046,Winter,Semi-Auto,0.6,17.51,18.61,3615.2
East,OPC53,431,0.44,13,Accelerator,0.45,Steam,65.22776160277846,16,500,Column,15.119428420684986,92.38241579041797,Winter,Semi-Auto,3.4,4.9,8.8,4028.7
North,OPC53,364,0.41,3,HRWR,1.35,Accelerated,78.59174077093569,19,300,Column,19.515229527467827,56.09358816963523,Monsoon,Manual,1.3,4.97,6.77,4170.05
East,PSC,314,0.48,8,HRWR,1.67,Ambient,27.8491510769125,12,150,Staircase,22.887011820224284,64.7680340414396,Monsoon,Manual,0.7,31.1,32.3,5931.93
South,OPC43,450,0.51,5,Retarder,0.47,Steam,69.04737904450522,17,250,Staircase,31.070771239036265,79.64998474748333,Monsoon,Manual,2.4,8.13,11.03,5098.51
East,OPC53,438,0.48,3,HRWR,0.47,Polythene,31.354832048178768,11,200,Wall Panel,25.07570172993462,96.16003668505839,Winter,Semi-Auto,3.2,13.79,17.49,4131.37
East,PPC,382,0.52,4,HRWR,1.09,Accelerated,70.89980479955128,7,300,Wall Panel,33.23284476685289,90.40388263673927,Monsoon,Manual,0.9,5.24,6.64,4390.24
East,OPC43,448,0.54,6,None,0.46,Ambient,26.218290483939093,16,100,Beam,27.15022804926391,75.69480876685824,Monsoon,Fully-Auto,3.2,23.2,26.9,4019.54
South,OPC43,431,0.54,1,None,1.07,Polythene,27.563745204169305,20,500,Column,38.051217502534385,70.96475180377766,Summer,Manual,1.6,27.25,29.35,6435.52
South,PSC,417,0.38,11,None,0.56,Ambient,31.638918187678563,10,300,Beam,25.74121156819129,98.0,Winter,Manual,1.2,18.14,19.84,5133.29
Central,OPC53,362,0.39,21,None,0.34,Ambient,27.215603088042393,9,400,Staircase,40.791133039939275,49.57978141794421,Winter,Semi-Auto,1.4,19.36,21.26,4051.61
East,PSC,378,0.51,8,HRWR,0.21,Steam,65.3856617701702,16,300,Slab,25.009747158471768,79.34022628038922,Winter,Fully-Auto,3.9,8.01,12.41,3961.87
North,PPC,382,0.55,1,HRWR,0.89,Polythene,33.346299892143406,7,250,Wall Panel,51.71222662920028,55.21848971147111,Winter,Fully-Auto,2.9,24.49,27.89,3856.81
West,PPC,349,0.36,16,Retarder,1.98,Steam,62.14305085778361,15,500,Slab,29.584038892331748,50.67180023045666,Winter,Manual,3.9,11.49,15.89,5280.38
West,PPC,412,0.54,16,Accelerator,1.15,Ambient,29.353675957955524,11,250,Wall Panel,34.77827547003681,37.57057000276899,Monsoon,Manual,2.7,19.6,22.8,5295.67
Central,OPC43,321,0.33,17,None,1.47,Steam,64.14149408993609,7,250,Wall Panel,8.851337049830093,54.29822809315835,Summer,Manual,0.6,5.43,6.53,3519.29
West,OPC53,454,0.46,24,Retarder,0.1,Steam,70.73425726141917,17,300,Column,40.734390383916,15.0,Summer,Semi-Auto,1.7,5.7,7.9,4359.77
West,OPC53,426,0.47,3,Accelerator,0.62,Accelerated,76.12130528428048,11,200,Staircase,43.8156535791794,27.378633266774155,Summer,Semi-Auto,2.6,4.0,7.1,4173.46
Central,PSC,314,0.32,8,HRWR,1.0,Ambient,24.263218265156336,10,300,Beam,45.35148720007548,48.17480682482862,Winter,Manual,3.6,22.83,26.93,4962.42
Central,PPC,432,0.43,5,Accelerator,0.77,Accelerated,73.3792409899927,6,250,Column,16.54168215457578,59.43277816038559,Summer,Manual,0.7,4.0,5.2,4316.11
South,OPC43,380,0.42,19,Accelerator,0.63,Polythene,32.93195554819299,6,200,Column,33.083124877023096,59.61370974539584,Summer,Manual,3.3,11.82,15.62,4141.49
Central,OPC53,351,0.42,12,Accelerator,0.39,Ambient,27.83828545298278,16,300,Column,20.176964196226855,72.10693911808777,Winter,Fully-Auto,2.2,15.68,18.38,3110.04
South,PSC,433,0.36,5,Accelerator,0.31,Polythene,29.461180506641472,8,200,Column,27.98922704245178,95.49231942410472,Winter,Fully-Auto,4.0,10.86,15.36,3563.99
West,OPC43,464,0.31,23,Retarder,1.95,Polythene,28.45512222203793,9,200,Wall Panel,41.968605830764766,21.196019438089763,Monsoon,Semi-Auto,3.3,11.31,15.11,4293.44
North,OPC53,328,0.38,3,None,0.12,Polythene,24.720722339467123,22,200,Column,13.866590691270869,50.2124629698217,Summer,Semi-Auto,1.9,18.31,20.71,3952.03
West,PSC,386,0.4,6,Accelerator,1.91,Polythene,29.76766961782202,12,300,Slab,25.437649891206043,15.0,Summer,Manual,2.9,13.88,17.28,4479.45
South,PPC,477,0.52,2,None,0.51,Ambient,26.74648502763594,9,150,Column,32.619587131713224,63.124359741486074,Monsoon,Manual,1.1,23.39,24.99,6208.52
East,PSC,464,0.32,15,HRWR,0.94,Polythene,25.701182637943457,16,150,Column,28.095425899201256,77.22881060149604,Monsoon,Manual,3.8,10.26,14.56,4573.87
Central,OPC53,332,0.34,11,Retarder,0.04,Ambient,20.403261744340945,14,400,Staircase,10.686231392069615,75.6644818904036,Monsoon,Semi-Auto,1.8,30.24,32.54,4714.18
East,OPC53,464,0.53,11,None,1.64,Polythene,30.977522556443773,22,150,Staircase,37.66678254058851,79.31484066996735,Winter,Semi-Auto,1.9,16.68,19.08,4706.11
West,PPC,418,0.42,25,None,0.12,Polythene,31.730381471741453,10,150,Staircase,22.644981173212912,47.64545580994843,Winter,Manual,2.7,15.9,19.1,4957.24
East,PPC,337,0.43,18,Retarder,0.54,Ambient,27.650828011417673,8,300,Staircase,16.860883777730503,73.8199006837317,Winter,Manual,0.7,36.98,38.18,6814.06
Central,OPC53,409,0.41,16,None,0.34,Polythene,25.989823683372208,22,250,Slab,37.84990578846156,80.09296194759207,Summer,Manual,2.9,16.86,20.26,4916.89
North,PSC,454,0.49,8,HRWR,0.05,Ambient,24.96820534021326,7,200,Slab,18.81737927430109,85.60390397726702,Winter,Manual,1.3,24.52,26.32,6153.03
Central,PPC,375,0.32,17,Accelerator,1.29,Polythene,33.12056569437826,8,500,Staircase,31.123621269258038,60.82061466305415,Summer,Manual,1.9,11.53,13.93,4087.17
East,PPC,391,0.48,0,Accelerator,1.61,Ambient,25.613328796177353,8,400,Staircase,31.3951515028881,93.66481729128327,Monsoon,Manual,2.9,23.84,27.24,5579.39
West,OPC53,384,0.41,20,Retarder,0.42,Steam,64.14894591896554,16,200,Staircase,46.97945346543701,82.15404687075466,Summer,Semi-Auto,1.2,5.51,7.21,3762.73
East,PPC,469,0.42,15,Accelerator,0.52,Steam,66.84452419190892,13,300,Staircase,42.22924101230599,57.680781658080726,Monsoon,Semi-Auto,2.6,4.0,7.1,4002.82
South,PPC,337,0.32,10,Accelerator,1.88,Polythene,30.358670773795453,8,100,Beam,36.26297901647551,98.0,Summer,Manual,1.4,9.8,11.7,3658.08
North,PPC,388,0.38,28,Accelerator,0.86,Accelerated,75.96235717779805,6,150,Beam,27.328623323270488,47.33077908484693,Winter,Manual,2.0,4.0,6.5,4092.78
North,PPC,330,0.34,29,Accelerator,1.16,Ambient,33.04148689124394,14,500,Column,41.04304525077656,78.65131454121743,Summer,Manual,1.4,16.06,17.96,4159.66
Central,PSC,378,0.47,1,Accelerator,0.04,Polythene,27.499091565274643,14,200,Wall Panel,36.74449402403668,52.929560462654635,Summer,Manual,3.2,17.18,20.88,4755.34
West,PSC,363,0.46,22,HRWR,0.75,Ambient,31.245954427749826,10,500,Wall Panel,31.440845227609227,26.932780849046196,Winter,Manual,2.9,29.16,32.56,6134.93
South,PPC,485,0.34,10,Accelerator,1.49,Steam,63.49589218499654,20,400,Wall Panel,24.90970039015532,95.12147963060553,Winter,Fully-Auto,1.0,4.0,5.5,4133.02
East,PSC,410,0.37,18,None,0.63,Steam,69.13670509953941,15,100,Staircase,23.480144711743392,85.07854849348422,Monsoon,Fully-Auto,2.9,4.59,7.99,3513.01
East,PPC,425,0.38,2,None,0.01,Polythene,27.504356269728376,12,400,Beam,27.126140558507643,89.80241563438715,Summer,Fully-Auto,2.6,17.87,20.97,3791.08
East,OPC53,403,0.51,0,HRWR,1.7,Accelerated,73.03187478057308,17,500,Wall Panel,32.3131529436012,91.74043925323727,Summer,Manual,3.0,6.9,10.4,5076.21
East,PSC,302,0.48,29,HRWR,0.94,Steam,66.35079990391846,22,250,Column,29.754477084641394,77.34869286194288,Monsoon,Manual,0.7,8.14,9.34,4126.17
East,OPC43,404,0.33,7,HRWR,0.28,Steam,63.86926902677045,22,300,Wall Panel,17.70590964277811,81.29600892736364,Monsoon,Semi-Auto,3.6,6.39,10.49,4226.51
East,OPC43,400,0.47,23,HRWR,0.94,Ambient,31.724176993939565,10,150,Slab,25.208143591453318,69.89003010359959,Monsoon,Manual,3.8,18.47,22.77,5096.77
North,OPC43,368,0.53,15,HRWR,1.14,Accelerated,77.38827811799571,14,300,Slab,16.423831876114818,65.42559810027629,Monsoon,Semi-Auto,3.6,4.62,8.72,3929.88
North,PSC,424,0.39,10,Accelerator,1.42,Ambient,30.311916036850416,11,400,Slab,15.154505805331976,52.870242336389055,Monsoon,Semi-Auto,3.1,13.81,17.41,4150.78
North,PPC,481,0.3,25,HRWR,0.08,Accelerated,76.70612704810702,12,150,Slab,4.60603085585867,64.62106582250965,Monsoon,Semi-Auto,4.0,4.0,8.5,4554.1
East,OPC53,478,0.33,5,HRWR,1.66,Ambient,25.65398952246689,20,500,Beam,21.922375060157705,71.86979513739443,Winter,Manual,2.0,9.4,11.9,4527.21
North,PSC,445,0.37,16,HRWR,1.35,Accelerated,80.07480649613224,20,400,Beam,14.305396623497206,61.39265351834953,Monsoon,Fully-Auto,1.2,4.0,5.7,4170.2
Central,OPC43,320,0.51,11,HRWR,0.97,Ambient,27.033960468376492,9,150,Beam,27.590068061448036,60.96341036218281,Winter,Fully-Auto,3.8,27.28,31.58,3329.73
East,OPC53,424,0.41,11,Accelerator,1.48,Steam,69.73982032383034,6,400,Staircase,38.51321449078228,74.70073731894774,Monsoon,Semi-Auto,0.6,4.0,5.1,3819.98
West,PSC,484,0.48,1,Accelerator,0.22,Ambient,27.865320909632388,19,300,Slab,36.460008244793706,57.47899883690937,Summer,Manual,3.8,16.86,21.16,5475.62
North,OPC53,479,0.46,6,Accelerator,1.65,Ambient,29.442724278246686,9,300,Column,21.662569236265142,48.25623724417654,Winter,Semi-Auto,2.5,10.86,13.86,4296.1
East,PSC,486,0.5,1,HRWR,1.03,Steam,61.054496772715424,6,200,Slab,24.95921149191742,69.92815517864649,Summer,Manual,0.8,7.15,8.45,5120.98
North,OPC43,429,0.4,27,None,0.62,Ambient,25.631984482840977,22,100,Staircase,47.506857520412076,87.38136962216161,Monsoon,Semi-Auto,2.4,16.46,19.36,4383.21
Central,OPC53,400,0.45,16,HRWR,1.52,Accelerated,76.14373279943422,20,200,Column,28.640727101442327,32.41138992198125,Winter,Manual,2.2,4.0,6.7,4055.7
North,OPC43,430,0.39,9,Accelerator,0.6,Polythene,32.63664700222694,17,100,Beam,38.81355287149828,50.619363712950445,Winter,Fully-Auto,3.3,7.11,10.91,3395.41
West,OPC43,353,0.4,16,None,0.13,Steam,69.0304706245522,12,250,Column,20.50132332983422,56.71808402329298,Winter,Manual,2.6,5.15,8.25,3684.94
West,PSC,367,0.48,10,Accelerator,1.61,Ambient,27.95460979191709,22,250,Slab,49.844026518354106,49.48469489070584,Monsoon,Semi-Auto,0.9,21.95,23.35,4295.07
West,PSC,486,0.53,22,Accelerator,1.54,Steam,65.1802579838455,7,250,Staircase,38.106496043387594,32.18536504471113,Monsoon,Manual,3.4,7.86,11.76,5248.29
East,PPC,352,0.32,15,HRWR,1.36,Ambient,31.077753957157835,20,200,Slab,34.58555282154309,88.19829092438376,Summer,Semi-Auto,1.2,15.97,17.67,3671.38
South,PPC,418,0.54,13,Accelerator,0.39,Steam,65.21267195846619,15,150,Wall Panel,27.51984218117206,69.49394391027491,Winter,Semi-Auto,0.7,4.82,6.02,3925.35
Central,PSC,381,0.48,1,None,1.44,Steam,62.42493393764173,11,300,Beam,25.51001030876106,59.78252381213134,Summer,Semi-Auto,1.5,9.09,11.09,4479.72
Central,PSC,335,0.32,11,HRWR,1.71,Steam,67.26038435497499,17,150,Column,36.17240454356382,60.0828195677485,Summer,Semi-Auto,3.4,5.56,9.46,3464.35
South,OPC53,433,0.44,17,None,0.65,Accelerated,77.43408695221413,13,300,Staircase,30.28711463959224,48.516257963437276,Summer,Semi-Auto,0.8,4.0,5.3,4134.58
North,PSC,325,0.42,22,None,0.11,Steam,64.76279797440633,7,150,Wall Panel,18.05051068437104,86.66755763059066,Winter,Semi-Auto,2.5,6.47,9.47,3509.2
Central,OPC43,437,0.4,16,Retarder,1.94,Accelerated,71.633540286357,9,100,Staircase,19.357784896644926,77.91380200459318,Winter,Semi-Auto,1.5,4.0,6.0,4180.17
North,OPC53,352,0.33,17,Retarder,1.22,Ambient,23.15233963776858,8,150,Beam,28.59577225404818,60.2640584599352,Monsoon,Manual,3.9,21.01,25.41,5075.41
South,PPC,325,0.51,11,None,1.16,Ambient,23.10136648452888,14,500,Staircase,25.143165659088087,77.49351197982183,Summer,Manual,1.6,45.06,47.16,7761.82
West,PPC,442,0.35,20,HRWR,0.42,Steam,65.94365651161031,21,300,Staircase,36.10916715769442,68.38788147392516,Summer,Manual,1.2,4.0,5.7,4042.91
Central,PSC,439,0.4,15,None,1.01,Ambient,32.41418064504641,10,400,Column,41.39555536025469,53.0274846380494,Summer,Fully-Auto,1.2,18.38,20.08,3685.66
South,OPC53,465,0.37,0,None,1.25,Polythene,27.41089527875103,15,250,Column,23.88533498659381,59.91219652876554,Monsoon,Fully-Auto,2.0,9.17,11.67,3686.65
East,OPC43,404,0.45,28,Accelerator,0.89,Polythene,30.695526276404543,20,250,Slab,20.94032761414201,62.91715229382647,Monsoon,Manual,3.8,13.18,17.48,4546.6
